gid	latitude	longitude	Estado de Conservacao	Tipo de Abrigo	Abrigo com Publicidade?	Operadora	Carreira	Codigo de Rua	Nome da Rua	Freguesia
70	-106799.63	-95251.22	Bom	Sem Abrigo	No	Vimeca	10,12	155	Praça Doutor Manuel Martins	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
349	-105225.66	-96048.66	Bom	Fechado dos Lados	Yes	Vimeca	10,12	407	Rua Amaro Monteiro	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
860	-105051.07	-96033.67	Bom	Fechado dos Lados	Yes	Vimeca	10,12	416	Alameda António Sérgio	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
361	-105510.18	-96017.31	Bom	Fechado dos Lados	No	Vimeca	10,12	430	Avenida Carolina Michaelis	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
359	-105204.46	-96026.88	Bom	Fechado dos Lados	Yes	Vimeca	10,12	430	Avenida Carolina Michaelis	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
37	-105549.20067076161	-95690.84269383312	Bom	Fechado dos Lados	Yes	Vimeca	10,12	430	Avenida Carolina Michaelis	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
861	-105093.87	-96039.61	Bom	Fechado dos Lados	Yes	Vimeca	10,12,13	416	Alameda António Sérgio	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
82	-104255.84	-95234.54	Bom	Fechado dos Lados	No	Vimeca	10,13,15	306	Rua dos Cravos de Abril	Carnaxide e Queijas
1013	-101793.68162303536	-99832.30867120415	Bom	Sem Abrigo	No	LT	101	217	Rua da Constituição	Barcarena
102	-101969.18	-99801.53	Bom	Sem Abrigo	No	LT	101	217	Rua da Constituição	Barcarena
101	-101994.64	-99805.01	Bom	Sem Abrigo	No	LT	101	217	Rua da Constituição	Barcarena
106	-101762.99	-99819.05	Bom	Sem Abrigo	No	LT	101	261	Rua da Juventude	Barcarena
103	-101939.71	-99689.6	Bom	Sem Abrigo	No	LT	101	1003	Rua Odette de Saint-Maurice	Barcarena
737	-102409.39	-98701.67	Bom	Fechado dos Lados	Yes	LT	101,101,171	269	Rua Mário Castelhano	Barcarena
744	-102136.13485160771	-98663.30880207638	Bom	Fechado dos Lados	No	LT	101,102,106,171	216	Estrada Consiglieri Pedroso	Barcarena
715	-101966.52	-98573.78	Bom	Fechado dos Lados	Yes	LT	101,102,106,171	216	Estrada Consiglieri Pedroso	Barcarena
711	-101764.30649856283	-98424.15159847475	Bom	Sem Abrigo	No	LT	101,102,106,171	216	Estrada Consiglieri Pedroso	Barcarena
152	-102231.41	-98789.31	Bom	Fechado dos Lados	Yes	LT	101,102,106,171	216	Estrada Consiglieri Pedroso	Barcarena
127	-101949.9	-98542.91	Bom	Fechado dos Lados	Yes	LT	101,102,106,171	216	Estrada Consiglieri Pedroso	Barcarena
125	-101787.42	-98423.54	Bom	Fechado dos Lados	Yes	LT	101,102,106,171	216	Estrada Consiglieri Pedroso	Barcarena
732	-102381.73	-98965.83	Bom	Sem Abrigo	No	LT	101,102,106,171	950	Estrada das Palmeiras	Barcarena
733	-102638.72	-98781.31	Bom	Sem Abrigo	No	LT	101,102,171	993	Rua do Trabalho	Barcarena
146	-102407.34	-99102.68	Bom	Sem Abrigo	No	LT	101,106,171	216	Estrada Consiglieri Pedroso	Barcarena
145	-102412.85	-99137.94	Bom	Fechado dos Lados	Yes	LT	101,106,171	216	Estrada Consiglieri Pedroso	Barcarena
136	-102207.02	-99467.54	Bom	Sem Abrigo	No	LT	101,171	219	Estrada da Cruz dos Cavalinhos	Barcarena
135	-102185.42	-99474.62	Bom	Sem Abrigo	No	LT	101,171	219	Estrada da Cruz dos Cavalinhos	Barcarena
134	-102017.79	-99652.24	Bom	Fechado dos Lados	Yes	LT	101,171	219	Estrada da Cruz dos Cavalinhos	Barcarena
160	-102467.21	-98683.45	Bom	Sem Abrigo	No	LT	101,171	269	Rua Mário Castelhano	Barcarena
740	-102400.99	-98945.23	Bom	Sem Abrigo	No	LT	101,171	950	Estrada das Palmeiras	Barcarena
148	-102630.81	-98782.18	Bom	Sem Abrigo	No	LT	101,171	993	Rua do Trabalho	Barcarena
235	-104169.05	-97108.82	Bom	Sem Abrigo	No	LT	102	308	Estrada do Desvio	Carnaxide e Queijas
455	-106763.54	-97467.84	Bom	Sem Abrigo	No	LT	102	373	Avenida Ferreira Godinho	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
454	-106758.19	-97475.72	Bom	Sem Abrigo	No	LT	102	373	Avenida Ferreira Godinho	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
453	-106891.39	-97351.44	Bom	Fechado dos Lados	No	LT	102	373	Avenida Ferreira Godinho	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
739	-102735.06	-98272.9	Mau	Fechado dos Lados	No	Carris	102	830	Estrada Militar	Barcarena
738	-103016.79	-98428.89	Bom	Fechado dos Lados	Yes	LT	102	830	Estrada Militar	Barcarena
690	-103002.83	-98398.75	Bom	Aberto dos Lados	No	LT	102	830	Estrada Militar	Barcarena
84	-102931.23	-98622.69	Bom	Sem Abrigo	No	LT	102	830	Estrada Militar	Barcarena
83	-102942.61	-98628.76	Bom	Fechado dos Lados	Yes	Carris	102	830	Estrada Militar	Barcarena
151	-102676.09	-98810.3	Bom	Sem Abrigo	No	LT	102	950	Estrada das Palmeiras	Barcarena
743	-102708.54	-98296.07	Bom	Sem Abrigo	No	LT	102	1099	Rua Quinta da Bica do Sargento	Barcarena
708	-103166.65231804183	-97987.56576748956	Bom	Sem Abrigo	No	LT	102	1200	Rua Actor Carlos César	Carnaxide e Queijas
1016	-103193.05176985393	-97956.32085163088	Bom	Sem Abrigo	No	LT	102	1214	Estrada de Queluz	Carnaxide e Queijas
1015	-103181.82	-97967.06	Bom	Sem Abrigo	No	LT	102	1214	Estrada de Queluz	Carnaxide e Queijas
815	-104101.68	-97408.6	Bom	Fechado dos Lados	Yes	LT	102	1214	Estrada de Queluz	Carnaxide e Queijas
814	-104114.84	-97401.12	Bom	Fechado dos Lados	Yes	LT	102	1214	Estrada de Queluz	Carnaxide e Queijas
789	-103478.11	-97851.67	Bom	Sem Abrigo	No	LT	102	1214	Estrada de Queluz	Carnaxide e Queijas
169	-103468.05	-97872.21	Bom	Fechado dos Lados	Yes	LT	102	1214	Estrada de Queluz	Carnaxide e Queijas
158	-102845.12	-97961.08	Bom	Sem Abrigo	No	LT	102	1214	Estrada de Queluz	Carnaxide e Queijas
157	-102859.54	-97965.24	Bom	Fechado dos Lados	Yes	LT	102	1214	Estrada de Queluz	Carnaxide e Queijas
223	-104280.83	-98312.61	Bom	Fechado dos Lados	No	LT	102,103	1766	Praceta Antonio Leal de Oliveira	Carnaxide e Queijas
1009	-104303.63612383851	-98554.7783833525	Bom	Sem Abrigo	No	LT	102,108	79	Rua dos Açores	Carnaxide e Queijas
813	-104117.95	-97049.09	Bom	Fechado dos Lados	Yes	LT	102,108	303	Rua Cinco de Outubro	Carnaxide e Queijas
236	-104266.39	-96923.24	Bom	Sem Abrigo	No	LT	102,108	308	Estrada do Desvio	Carnaxide e Queijas
817	-104091.69	-96778.69	Bom	Fechado dos Lados	No	LT	102,108	362	Largo da Pátria Nova	Carnaxide e Queijas
804	-104935.73	-98290.43	Bom	Fechado dos Lados	Yes	LT	102,108	813	Rua João XXI	Carnaxide e Queijas
803	-104768.69	-98266.88	Bom	Fechado dos Lados	Yes	LT	102,108	813	Rua João XXI	Carnaxide e Queijas
802	-104942.78	-98303.15	Bom	Fechado dos Lados	Yes	LT	102,108	813	Rua João XXI	Carnaxide e Queijas
632	-104801.2	-98279.24	Bom	Fechado dos Lados	Yes	LT	102,108	813	Rua João XXI	Carnaxide e Queijas
801	-104447.68	-98306.88	Bom	Sem Abrigo	No	LT	102,108	833	Rua Mouzinho da Silveira	Carnaxide e Queijas
842	-105122.88	-97490.88	Bom	Fechado dos Lados	Yes	LT	102,108	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
841	-105119.12	-97474.49	Bom	Fechado dos Lados	Yes	LT	102,108	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
838	-105277.7	-97707.8	Bom	Fechado dos Lados	Yes	LT	102,108	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
837	-105155.04	-98252.49	Bom	Fechado dos Lados	Yes	LT	102,108	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
835	-105181.29	-98229.14	Bom	Fechado dos Lados	Yes	LT	102,108	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
816	-104200.64	-96833.39	Bom	Fechado dos Lados	Yes	LT	102,108	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
811	-104957.37	-97342.73	Bom	Fechado dos Lados	No	LT	102,108	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
810	-104965.93	-97337.63	Bom	Sem Abrigo	No	LT	102,108	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
809	-104609.35	-97210.07	Bom	Sem Abrigo	No	LT	102,108	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
808	-104604.14	-97197.81	Bom	Fechado dos Lados	Yes	LT	102,108	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
836	-105254.68	-97686.43	Bom	Sem Abrigo	No	LT	102,108	1763	Rua Visconde Moreira de Rey	Carnaxide e Queijas
805	-104471.99	-98565.73	Bom	Fechado dos Lados	No	LT	102,108,171	83	Rua Angra do Heroísmo	Carnaxide e Queijas
800	-104618.82	-98507.86	Bom	Fechado dos Lados	No	LT	102,108,171	846	Rua da Quinta do Bonfim	Carnaxide e Queijas
229	-104718.77	-97838.97	Bom	Fechado dos Lados	No	LT	102,171	1767	Rua Augusto Fraga	Carnaxide e Queijas
581	-108611	-103212.55	Bom	Fechado dos Lados	Yes	LT	106	556	Avenida Dom João I	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
576	-108633.94	-103087.73	Bom	Fechado dos Lados	Yes	LT	106	556	Avenida Dom João I	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
941	-108629.88	-103387.36	Bom	Fechado dos Lados	Yes	LT	106	561	Rua Dona Filipa de Lencastre	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
585	-108680.61	-103239.46	Razoavel	Fechado dos Lados	Yes	LT	106	561	Rua Dona Filipa de Lencastre	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
780	-103217.78	-99786.02	Bom	Fechado dos Lados	No	LT	106	985	Rua Sete de Junho	Barcarena
967	-108145.87	-103052.15	Bom	Fechado dos Lados	Yes	LT	106	1332	Rua da Fundição de Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
944	-108324.30768595074	-103189.2291270085	Bom	Sem Abrigo	No	LT	106	1344	Avenida Infante Dom Henrique	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
579	-108585.23	-103414.87	Bom	Sem Abrigo	No	LT	106	1344	Avenida Infante Dom Henrique	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
969	-108450.51	-102954.49	Bom	Fechado dos Lados	Yes	LT	106	1346	Rua Infanta Dona Isabel	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
913	-108219.95	-102975.3	Bom	Aberto dos Lados	No	LT	106	1346	Rua Infanta Dona Isabel	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
584	-108725.34	-103548.2	Bom	Fechado dos Lados	No	LT	106	1392	Rua da Medrosa	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
583	-108734.22	-103555.55	Bom	Fechado dos Lados	No	LT	106	1392	Rua da Medrosa	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
285	-105368.2	-101892.7	Bom	Sem Abrigo	No	LT	106	1497	Avenida dos Bombeiros Voluntários de Oeiras	Porto Salvo
284	-105349.84	-101863.8	Bom	Sem Abrigo	No	LT	106	1497	Avenida dos Bombeiros Voluntários de Oeiras	Porto Salvo
751	-103269.77	-101294.22	Bom	Sem Abrigo	No	LT	106,112,119	262	Estrada de Leceia	Porto Salvo
310	-107559.62	-102708.32	Bom	Fechado dos Lados	Yes	LT	106,111,112,115,122	514	Largo Avião Lusitânia	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
505	-107655.06	-102500.24	Bom	Fechado dos Lados	Yes	LT	106,111,112,115,122	533	Rua Cândido dos Reis	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
501	-107752.93	-102745.45	Bom	Fechado dos Lados	Yes	LT	106,111,112,115,122	559	Rua Desembargador Faria	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
540	-107146.31	-102052.84	Bom	Fechado dos Lados	Yes	LT	106,111,112,115,122	1325	Rua da Figueirinha	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
521	-107653.99	-103018.24	Bom	Fechado dos Lados	Yes	LT	106,111,112,115,122	1372	Rua dos Lagares da Quinta	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
208	-104277.99	-101693.69	Bom	Fechado dos Lados	Yes	LT	106,112	735	Estrada de Leião	Porto Salvo
577	-108251.01	-102833.68	Bom	Fechado dos Lados	Yes	LT	106,112,115	494	Largo Almirante Gago Coutinho	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
518	-107301.29	-102385.38	Bom	Fechado dos Lados	Yes	LT	106,112,115,122	578	Avenida Embaixador Augusto de Castro	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
762	-103544.73	-101579.29	Bom	Fechado dos Lados	Yes	LT	106,112,119	735	Estrada de Leião	Porto Salvo
756	-103586.35	-101579.63	Bom	Fechado dos Lados	Yes	LT	106,112,119	735	Estrada de Leião	Porto Salvo
543	-107125.25	-102350.86	Bom	Fechado dos Lados	Yes	LT	106,112,122	545	Praça Comandante Henrique Moreira Rato	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
10	-107129.12	-102327.55	Bom	Fechado dos Lados	Yes	LT	106,112,122	545	Praça Comandante Henrique Moreira Rato	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
538	-107524.55	-102219.24	Bom	Fechado dos Lados	Yes	LT	106,112,122	1325	Rua da Figueirinha	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
869	-106637.67595501819	-102220.03308837875	Bom	Sem Abrigo	No	LT	106,112,122	1407	Estrada de Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
542	-107049.08	-102098.31	Bom	Fechado dos Lados	Yes	LT	106,112,122	1427	Avenida Rio de Janeiro	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
541	-107041.47	-102109.11	Bom	Fechado dos Lados	Yes	LT	106,112,122	1427	Avenida Rio de Janeiro	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
516	-107095.35	-102502.91	Bom	Fechado dos Lados	Yes	LT	106,112,122	1427	Avenida Rio de Janeiro	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
503	-107081.63	-102504.58	Bom	Fechado dos Lados	Yes	LT	106,112,122	1427	Avenida Rio de Janeiro	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
828	-105046.86	-101627.86	Bom	Fechado dos Lados	Yes	LT	106,112,125,129	1540	Estrada de Paço de Arcos	Porto Salvo
797	-104431.06	-101723.48	Bom	Fechado dos Lados	Yes	LT	106,112,125,129,184	692	Rua Conde de Rio Maior	Porto Salvo
796	-104911.86	-101688.38	Bom	Fechado dos Lados	Yes	LT	106,112,125,129,184	692	Rua Conde de Rio Maior	Porto Salvo
795	-104741.4	-101691.52	Bom	Fechado dos Lados	Yes	LT	106,112,125,129,184	692	Rua Conde de Rio Maior	Porto Salvo
191	-104731	-101677.86	Bom	Sem Abrigo	No	LT	106,112,125,129,184	692	Rua Conde de Rio Maior	Porto Salvo
785	-103715.97	-100117.58	Bom	Fechado dos Lados	Yes	LT	106,117	242	Largo General Humberto Delgado	Barcarena
781	-103703.89	-100125.35	Bom	Sem Abrigo	No	LT	106,117	262	Estrada de Leceia	Barcarena
779	-103283.29	-99818.83	Bom	Fechado dos Lados	No	Carris	106,117	985	Rua Sete de Junho	Barcarena
774	-103410.59	-99904.77	Bom	Fechado dos Lados	Yes	LT	106,117	985	Rua Sete de Junho	Barcarena
773	-103414.27	-99913.2	Bom	Sem Abrigo	No	LT	106,117	985	Rua Sete de Junho	Barcarena
419	-106722.41	-99402.9	Bom	Fechado dos Lados	No	LT	106,117,158	849	Avenida António Florêncio dos Santos	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
88	-106688.11	-99381.79	Bom	Fechado dos Lados	Yes	LT	106,117,158	849	Avenida António Florêncio dos Santos	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
752	-103260.70410270982	-101287.68122082386	Bom		No	LT	106,119	262	Estrada de Leceia	Porto Salvo
778	-103467.02	-100463.6	Bom	Sem Abrigo	No	LT	106,119	262	Estrada de Leceia	Barcarena
777	-103456.31	-100462.21	Bom	Fechado dos Lados	No	LT	106,119	262	Estrada de Leceia	Barcarena
776	-103364.8	-100773.19	Bom	Sem Abrigo	No	LT	106,119	262	Estrada de Leceia	Barcarena
775	-103358.57	-100763.83	Bom	Fechado dos Lados	Yes	LT	106,119	262	Estrada de Leceia	Barcarena
379	-106252.84	-102027.92	Bom	Fechado dos Lados	Yes	LT	106,122	1497	Avenida dos Bombeiros Voluntários de Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
378	-106228.95	-102033.94	Bom	Sem Abrigo	Yes	LT	106,122	1497	Avenida dos Bombeiros Voluntários de Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
294	-105880.9	-101989.75	Bom	Fechado dos Lados	Yes	LT	106,122	1497	Avenida dos Bombeiros Voluntários de Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
283	-105571.85	-101959.97	Bom	Fechado dos Lados	Yes	LT	106,122	1497	Avenida dos Bombeiros Voluntários de Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
282	-105530.56	-101934.24	Bom	Fechado dos Lados	Yes	LT	106,122	1497	Avenida dos Bombeiros Voluntários de Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
281	-105866.86	-101977.3	Bom	Fechado dos Lados	Yes	LT	106,122	1497	Avenida dos Bombeiros Voluntários de Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
693	-103934.24	-96642.56	Bom	Fechado dos Lados	Yes	LT	108	1113	Avenida de Portugal	Carnaxide e Queijas
692	-103960	-96640.32	Bom	Fechado dos Lados	Yes	Carris	108	1113	Avenida de Portugal	Carnaxide e Queijas
946	-103055.33836526402	-95462.37048401365	Bom	Fechado dos Lados	No	Carris	108,114	25	Estrada de Alfragide	
592	-103100.09	-95100.64	Razoavel	Fechado dos Lados	Yes	LT	108,114	25	Estrada de Alfragide	Carnaxide e Queijas
591	-103097.89	-95148.46	Razoavel	Fechado dos Lados	Yes	LT	108,114	25	Estrada de Alfragide	Carnaxide e Queijas
590	-103055.84	-95605.42	Bom	Sem Abrigo	No	LT	108,114	25	Estrada de Alfragide	Carnaxide e Queijas
176	-103550.21	-96609.89	Bom	Aberto dos Lados	Yes	LT	108,114	276	Estrada da Amadora	Carnaxide e Queijas
175	-103543.27	-96685.43	Bom	Fechado dos Lados	Yes	LT	108,114	276	Estrada da Amadora	Carnaxide e Queijas
174	-103456.83	-96098.84	Bom	Fechado dos Lados	No	LT	108,114	276	Estrada da Amadora	Carnaxide e Queijas
173	-103441.79	-96114.45	Bom	Fechado dos Lados	No	LT	108,114	276	Estrada da Amadora	Carnaxide e Queijas
178	-103793.26	-96821.2	Bom	Fechado dos Lados	Yes	LT	108,114	1113	Avenida de Portugal	Carnaxide e Queijas
177	-103782.94	-96828.11	Bom	Sem Abrigo	No	LT	108,114	1113	Avenida de Portugal	Carnaxide e Queijas
327	-105824.71	-98610.29	Bom	Sem Abrigo	No	LT	108,115	830	Estrada Militar	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
326	-105971.01	-98597.24	Bom	Sem Abrigo	No	LT	108,115	830	Estrada Militar	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
325	-105660.54	-98769.86	Bom	Fechado dos Lados	No	LT	108,115	1796	Rua das Tílias	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
324	-105658.22	-98790.53	Bom	Fechado dos Lados	Yes	LT	108,115	1796	Rua das Tílias	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
431	-106095.33	-99310.37	Bom	Fechado dos Lados	Yes	LT	108,115,117	867	Avenida Conselheiro Ferreira Lobo	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
274	-106013.52	-99221.37	Bom	Fechado dos Lados	No	LT	108,115,117,158	858	Rua Calvet de Magalhães	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
273	-106004.77	-99221.99	Bom	Sem Abrigo	No	LT	108,115,117,158	858	Rua Calvet de Magalhães	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
439	-106462.23	-99301.85	Bom	Fechado dos Lados	No	LT	108,115,117,158	867	Avenida Conselheiro Ferreira Lobo	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
437	-106124.25	-99314.68	Bom	Sem Abrigo	No	LT	108,115,117,158	867	Avenida Conselheiro Ferreira Lobo	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
409	-106998.97	-99255.62	Bom	Fechado dos Lados	Yes	LT	108,117	898	Estrada da Gibalta	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
319	-105790.91	-99107.05	Bom	Fechado dos Lados	Yes	LT	108,117,115,158	909	Avenida João de Freitas Branco	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
318	-105817.33	-99103.07	Bom	Fechado dos Lados	Yes	LT	108,117,115,158	909	Avenida João de Freitas Branco	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
317	-105682.17	-99043.27	Bom	Fechado dos Lados	Yes	LT	108,117,115,158	909	Avenida João de Freitas Branco	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
320	-105649.56	-98984.75	Bom	Fechado dos Lados	Yes	LT	108,117,115,158	936	Largo da Quinta do Jardim	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
423	-106402.8	-99289.78	Bom	Fechado dos Lados	Yes	LT	108,117,158	1786	Rua de São João de Deus	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
370	-105284.38	-95991.59	Bom	Fechado dos Lados	Yes	SCoTTURB	11	431	Rua de Ceuta	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
348	-105643.02	-96045.85	Bom	Aberto dos Lados	No	Vimeca	11	442	Rua Domingos Fernandes	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
18	-105326.04	-95824.84	Bom	Fechado dos Lados	No	Vimeca	11	443	Rua Doutor Agostinho de Campos	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
340	-106068.28	-96585.41	Bom	Sem Abrigo	No	Vimeca	11	477	Rua Luz Soriano	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
337	-105713.9	-96309.68	Bom	Aberto dos Lados	No	Vimeca	11	1251	Rua Pedro Álvares Cabral	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
371	-105299.61	-95995.91	Bom	Sem Abrigo	No	Vimeca	11,13	431	Rua de Ceuta	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
19	-105294.01	-95844.02	Bom	Sem Abrigo	No	Vimeca	11,13	431	Rua de Ceuta	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
16	-105373.94	-95734.72	Bom	Sem Abrigo	No	Vimeca	11,13	431	Rua de Ceuta	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
492	-106048.05	-96569.91	Bom	Sem Abrigo	No	Vimeca	11,13	477	Rua Luz Soriano	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
338	-105719.88	-96325.39	Bom	Aberto dos Lados	No	Vimeca	11,13	1251	Rua Pedro Álvares Cabral	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
875	-106837.97523209226	-101312.81293258877	Bom	Fechado dos Lados	Yes	LT	111	51	Rua A Gazeta D´Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
874	-106828.30282704088	-101321.74130648235	Bom	Fechado dos Lados	Yes	LT	111	51	Rua A Gazeta D´Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
549	-107045.27	-101540.24	Bom	Fechado dos Lados	Yes	LT	111	51	Rua A Gazeta D´Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
548	-107036.05	-101530.9	Bom	Fechado dos Lados	Yes	LT	111	51	Rua A Gazeta D´Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
404	-106707.27	-101357.94	Bom	Sem Abrigo	No	LT	111	51	Rua A Gazeta D´Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
403	-106688.88	-101392.42	Bom	Fechado dos Lados	Yes	LT	111	51	Rua A Gazeta D´Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
399	-106862.17	-101462.2	Bom	Sem Abrigo	No	LT	111	51	Rua A Gazeta D´Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
398	-106850.3	-101488.95	Bom	Sem Abrigo	No	LT	111	51	Rua A Gazeta D´Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
534	-107422.35	-102089.51	Bom	Fechado dos Lados	No	Carris	111	499	Avenida de Angola	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
533	-107409.14	-102099.37	Bom	Fechado dos Lados	No	LT	111	499	Avenida de Angola	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
532	-107471.58	-102018.18	Bom	Aberto dos Lados	No	LT	111	499	Avenida de Angola	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
566	-107420.54	-102241.23	Bom	Fechado dos Lados	Yes	LT	111	547	Rua Comandante Germano Dias	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
531	-107429.2	-102210.53	Bom	Fechado dos Lados	Yes	LT	111	547	Rua Comandante Germano Dias	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
504	-107503.48	-102420.75	Bom	Fechado dos Lados	Yes	LT	111	547	Rua Comandante Germano Dias	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
920	-107409.66	-102471.79	Bom	Fechado dos Lados	Yes	LT	111	551	Avenida Copacabana	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
517	-107532.34	-102429.36	Bom	Fechado dos Lados	Yes	LT	111	551	Avenida Copacabana	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
919	-107319.63	-102563.55	Bom	Fechado dos Lados	Yes	LT	111	578	Avenida Embaixador Augusto de Castro	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
871	-106541.47	-101422.66	Bom	Fechado dos Lados	Yes	LT	111	587	Avenida António Bernardo Cabral de Macedo	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
408	-106741.29	-101198.09	Bom	Fechado dos Lados	Yes	LT	111	587	Avenida António Bernardo Cabral de Macedo	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
407	-106584.03	-101407.23	Bom	Sem Abrigo	No	LT	111	587	Avenida António Bernardo Cabral de Macedo	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
390	-106769.62	-101182.57	Bom	Sem Abrigo	No	LT	111	587	Avenida António Bernardo Cabral de Macedo	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
570	-107050.23	-100723.54	Bom	Fechado dos Lados	Yes	LT	111	605	Rua Conde das Alcáçovas	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
530	-107482.01	-102338.02	Bom	Fechado dos Lados	Yes	LT	111	1321	Rua Fernando Pessoa	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
